Date," Norfolk County, MA","Alabama","Alameda County, CA","Alaska","American Samoa","Arizona","Arkansas","Ashland, NE","Bennington County, VT","Bergen County, NJ","Berkeley, CA","Berkshire County, MA","Boston, MA","Broward County, FL","California","Carver County, MN","Charleston County, SC","Charlotte County, FL","Chatham County, NC","Cherokee County, GA","Chicago","Chicago, IL","Clark County, NV","Clark County, WA","Cobb County, GA","Collin County, TX","Colorado","Connecticut","Contra Costa County, CA","Cook County, IL","Davidson County, TN","Davis County, UT","Delaware","Delaware County, PA","Denver County, CO","Diamond Princess","District of Columbia","Douglas County, CO","Douglas County, NE","Douglas County, OR","El Paso County, CO","Fairfax County, VA","Fairfield County, CT","Fayette County, KY","Florida","Floyd County, GA","Fort Bend County, TX","Fresno County, CA","Fulton County, GA","Georgia","Grafton County, NH","Grand Princess","Grand Princess Cruise Ship","Grant County, WA","Guam","Harford County, MD","Harris County, TX","Harrison County, KY","Hawaii","Hendricks County, IN","Hillsborough, FL","Honolulu County, HI","Hudson County, NJ","Humboldt County, CA","Idaho","Illinois","Indiana","Iowa","Jackson County, OR ","Jefferson County, KY","Jefferson County, WA","Jefferson Parish, LA","Johnson County, IA","Johnson County, KS","Kansas","Kentucky","Kershaw County, SC","King County, WA","Kittitas County, WA","Klamath County, OR","Lackland, TX","Lackland, TX (From Diamond Princess)","Lee County, FL","Los Angeles, CA","Louisiana","Madera County, CA","Madison, WI","Maine","Manatee County, FL","Maricopa County, AZ","Marion County, IN","Marion County, OR","Maryland","Massachusetts","Michigan","Middlesex County, MA","Minnesota","Mississippi","Missouri","Montana","Montgomery County, MD","Montgomery County, PA","Montgomery County, TX","Nassau County, NY","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","New York City, NY","New York County, NY","Norfolk County, MA","North Carolina","North Dakota","Northern Mariana Islands","Norwell County, MA","Ohio","Okaloosa County, FL","Oklahoma","Omaha, NE (From Diamond Princess)","Orange County, CA","Orange, CA","Oregon","Pennsylvania","Pierce County, WA","Pinal County, AZ","Placer County, CA","Plymouth County, MA","Polk County, GA","Portland, OR","Providence County, RI","Providence, RI","Puerto Rico","Queens County, NY","Ramsey County, MN","Recovered","Rhode Island","Riverside County, CA","Rockingham County, NH","Rockland County, NY","Sacramento County, CA","San Antonio, TX","San Benito, CA","San Diego County, CA","San Francisco County, CA","San Mateo, CA","Santa Clara County, CA","Santa Clara, CA","Santa Cruz County, CA","Santa Rosa County, FL","Sarasota, FL","Saratoga County, NY","Seattle, WA","Shasta County, CA","Shelby County, TN","Snohomish County, WA","Sonoma County, CA","South Carolina","South Dakota","Spartanburg County, SC","Spokane County, WA","St. Louis County, MO","Suffolk County, MA","Suffolk County, NY","Summit County, CO","Tempe, AZ","Tennessee","Texas","Travis, CA","Travis, CA (From Diamond Princess)","Tulsa County, OK","US","Ulster County, NY","Umatilla, OR","Unassigned Location (From Diamond Princess)","Unassigned Location, VT","Unassigned Location, WA","United States Virgin Islands","Unknown Location, MA","Utah","Vermont","Virgin Islands","Virgin Islands, U.S.","Virginia","Volusia County, FL","Wake County, NC","Washington","Washington County, OR","Washington, D.C.","Washoe County, NV","Wayne County, PA","West Virginia","Westchester County, NY","Williamson County, TN","Wisconsin","Wuhan Evacuee","Wyoming","Yolo County, CA",
02-17-2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02-18-2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02-19-2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02-20-2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02-21-2020,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02-22-2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02-23-2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02-24-2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02-25-2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02-26-2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02-27-2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02-28-2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02-29-2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,3,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03-01-2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,3,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,2,1,2,2,0,1,0,9,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03-03-2020,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,2,2,0,2,0,11,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,
03-04-2020,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,2,2,0,2,0,11,0,0,1,0,0,0,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,10,0,0,0,0,0,
03-05-2020,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,1,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,2,1,2,3,2,2,0,20,0,1,1,0,0,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,18,1,0,0,0,0,
03-06-2020,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,5,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,1,1,0,2,0,2,0,0,1,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,13,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1,2,3,2,2,0,20,0,1,1,0,0,0,0,19,1,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,1,45,0,5,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,19,1,0,0,0,1,
03-07-2020,2,0,2,0,0,0,0,0,0,4,0,0,0,2,0,0,1,0,1,0,0,0,1,1,1,0,0,0,3,6,0,1,0,1,2,0,0,3,1,0,1,0,2,1,0,2,3,0,3,0,2,0,21,1,0,0,5,0,0,0,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,71,0,1,0,0,2,14,0,1,1,0,0,3,1,0,0,0,0,1,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,5,1,0,0,3,0,0,0,1,0,0,0,0,2,2,1,2,3,9,2,32,0,1,1,1,2,0,0,0,27,1,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,1,45,0,5,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,57,1,0,0,0,1,
03-08-2020,0,0,2,0,0,0,0,0,0,4,0,1,0,2,0,0,1,0,1,0,0,0,2,1,1,0,0,0,12,7,1,1,0,1,2,0,0,3,1,1,1,2,1,1,0,0,6,1,3,0,4,0,21,1,0,1,5,0,0,1,2,1,1,1,0,0,0,0,2,0,1,0,0,1,0,0,1,83,1,1,0,0,2,14,0,1,1,0,1,3,1,1,0,0,0,7,0,0,0,0,4,4,0,5,0,0,0,0,0,0,0,12,6,0,0,0,0,0,1,0,0,3,0,0,0,4,2,5,1,1,0,3,0,0,0,1,0,0,1,2,2,2,1,2,3,9,2,38,0,0,1,1,2,0,0,1,31,1,0,0,0,1,1,8,1,2,0,0,0,0,0,1,0,1,1,45,1,5,0,1,0,0,0,0,0,1,1,0,8,2,2,1,0,83,1,0,0,0,1,
03-09-2020,0,0,2,0,0,0,0,0,1,4,0,1,0,3,0,1,1,1,1,1,0,0,2,1,3,1,0,0,12,7,1,1,0,1,2,0,0,3,3,1,1,2,1,1,0,0,6,1,5,0,4,0,21,1,0,1,6,2,0,2,2,2,1,1,0,0,0,0,2,1,1,1,3,1,0,0,4,83,1,1,0,0,2,14,0,1,1,0,2,3,1,1,0,0,0,7,0,0,0,0,4,5,0,17,0,0,0,0,0,0,0,19,6,0,0,0,0,0,1,0,0,4,0,0,0,4,2,7,1,1,0,3,0,0,0,1,0,0,1,1,4,2,1,2,3,9,2,38,0,0,1,1,2,0,1,1,31,3,0,0,1,1,1,8,1,2,0,0,0,0,0,1,0,1,1,45,0,5,0,1,0,0,0,0,0,1,1,0,8,2,2,1,0,98,1,0,0,0,1,
03-10-2020,0,0,0,0,0,6,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,46,5,0,0,0,0,0,0,0,15,0,0,0,0,17,0,21,0,0,0,0,0,0,2,0,0,0,0,0,0,12,6,8,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,92,0,0,3,0,1,0,0,0,0,0,3,4,4,15,0,173,0,0,0,7,0,0,0,3,0,2,0,0,0,15,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,7,0,0,267,0,0,0,0,0,0,0,3,0,0,0,
03-11-2020,0,0,0,0,0,9,1,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,34,3,0,0,0,0,1,0,0,46,10,0,0,0,0,0,0,0,28,0,0,0,0,23,0,21,0,0,0,0,0,0,2,0,0,0,0,0,0,25,11,13,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,95,2,0,5,0,1,1,0,0,0,0,5,7,5,23,3,220,0,0,0,7,0,0,0,4,0,2,0,0,0,19,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,9,21,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,9,0,0,366,0,0,0,0,0,0,0,6,0,0,0,
03-12-2020,0,0,0,0,0,9,6,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,45,5,0,0,0,0,1,0,0,46,10,0,0,0,0,0,0,0,35,0,0,0,0,31,0,21,0,0,0,0,0,0,2,0,0,0,0,0,0,32,13,16,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,12,108,2,0,9,1,1,1,0,0,0,0,10,14,6,29,5,328,0,0,0,15,1,0,0,5,0,2,0,0,0,24,22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,18,27,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,17,0,0,442,0,0,0,0,0,0,0,8,0,1,0,
03-13-2020,0,5,0,1,0,9,6,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,49,11,0,0,0,0,4,0,0,46,10,0,0,0,0,0,0,0,50,0,0,0,0,42,0,21,0,0,0,0,0,0,2,0,0,0,0,0,1,46,13,17,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,36,0,0,1,0,0,0,0,18,123,16,0,14,1,2,1,0,0,0,0,13,17,6,29,10,421,0,0,0,17,1,0,0,13,0,2,0,0,0,30,41,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,26,43,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,30,0,0,568,0,0,0,0,0,0,0,19,0,1,0,
03-14-2020,0,6,0,0,0,12,12,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,101,22,0,0,0,0,6,0,0,46,10,0,0,0,0,0,0,0,76,0,0,0,0,66,0,21,0,0,0,0,0,0,4,0,0,0,0,0,2,64,16,17,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,77,0,0,3,0,0,0,0,26,138,25,0,21,6,4,5,0,0,0,0,14,21,7,69,10,525,0,0,0,24,1,0,0,26,0,4,0,0,0,32,47,0,0,0,0,0,0,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,0,0,0,0,0,0,0,32,57,0,0,0,0,0,0,0,0,0,0,0,10,5,0,1,41,0,0,572,0,0,0,0,0,0,0,27,0,2,0,
03-15-2020,0,12,0,1,0,13,16,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,131,24,0,0,0,0,7,0,0,46,16,0,0,0,0,0,0,0,115,0,0,0,0,99,0,21,0,0,3,0,0,0,6,0,0,0,0,0,5,93,20,18,0,0,0,0,0,0,8,20,0,0,0,0,0,0,0,0,91,0,0,12,0,0,0,0,32,164,33,0,35,10,5,7,0,0,0,0,17,24,13,98,13,732,0,0,0,33,1,0,0,37,0,7,0,0,0,36,66,0,0,0,0,0,0,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,0,0,0,0,0,0,0,39,72,0,0,0,0,0,0,0,0,0,0,0,28,8,0,1,45,0,0,643,0,0,0,0,0,0,0,32,0,3,0,
03-16-2020,0,29,0,1,0,18,22,0,0,0,0,0,0,0,557,0,0,0,0,0,0,0,0,0,0,0,160,30,0,0,0,0,8,0,0,47,22,0,0,0,0,0,0,0,155,0,0,0,0,121,0,20,0,0,3,0,0,0,7,0,0,0,0,0,5,105,25,23,0,0,0,0,0,0,11,21,0,0,0,0,0,0,0,0,136,0,0,17,0,0,0,0,41,197,53,0,54,13,6,7,0,0,0,0,18,45,17,178,17,967,0,0,0,38,1,0,0,50,0,10,0,0,0,39,77,0,0,0,0,0,0,0,0,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,10,0,0,0,0,0,0,0,52,85,0,0,0,0,0,0,0,0,0,0,0,39,12,1,0,49,0,0,904,0,0,0,0,0,0,0,47,0,3,0,
03-17-2020,0,39,0,3,0,20,22,0,0,0,0,0,0,0,698,0,0,0,0,0,0,0,0,0,0,0,160,68,0,0,0,0,16,0,0,47,22,0,0,0,0,0,0,0,216,0,0,0,0,146,0,21,0,0,3,0,0,0,10,0,0,0,0,0,8,161,30,23,0,0,0,0,0,0,18,26,0,0,0,0,0,0,0,0,196,0,0,32,0,0,0,0,60,218,65,0,60,21,11,9,0,0,0,0,21,56,26,267,23,1706,0,0,0,64,3,0,0,67,0,19,0,0,0,66,112,0,0,0,0,0,0,0,0,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,11,0,0,0,0,0,0,0,74,110,0,0,0,0,0,0,0,0,0,0,0,51,12,2,0,67,0,0,1076,0,0,0,0,1,0,0,72,0,11,0,
